Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI35,OUT013,3065.8745309454457
NCW42,OUT045,3753.957863225666
NCX06,OUT049,2997.0333132113446
FDC37,OUT027,2894.395755035823
FDZ14,OUT018,1957.4603064495846
DRG49,OUT049,3851.4603050611977
NCG06,OUT045,4080.1169745763236
DRC36,OUT045,2878.414571492201
FDV21,OUT019,282.43178797451975
FDB53,OUT046,2495.7316987814393
DRP47,OUT019,572.2635745977494
FDA14,OUT013,2447.539446963001
DRC24,OUT035,2532.268722390366
FDW21,OUT018,1614.9311773554423
NCH29,OUT046,1538.5851617922856
FDU58,OUT013,3103.0283103531506
FDY27,OUT017,2900.303453812544
FDV56,OUT035,1667.591951168748
FDT59,OUT046,3840.5412794668
FDB23,OUT046,3768.765895234747
FDR49,OUT045,757.6331670056971
FDB03,OUT010,573.8791838972525
FDN39,OUT045,2626.935803069586
FDX02,OUT027,5857.068086747471
FDQ16,OUT027,2891.2037394555473
FDU35,OUT018,1540.9595592178584
NCT29,OUT013,2003.4578645293525
FDZ27,OUT046,800.1205867258554
FDN57,OUT017,2043.602306431438
FDA03,OUT018,2429.0679898014037
FDZ36,OUT045,3119.7280418722326
NCU05,OUT013,1419.3598844833714
FDT39,OUT018,2396.6477769057037
FDK60,OUT017,1535.5515772184247
FDZ25,OUT017,2797.3945270512354
FDG12,OUT046,2073.479908237597
DRB01,OUT019,506.734715490628
NCC43,OUT027,5857.0374467309975
FDX13,OUT019,569.4620907745634
FDM22,OUT049,870.9612979427263
FDJ03,OUT027,1066.9084244972864
FDU14,OUT018,3790.337976614491
FDB33,OUT010,383.02466488037817
FDP27,OUT046,3119.113643463112
FDO38,OUT010,155.6520988845564
FDE28,OUT027,5857.0374467309975
FDO27,OUT035,1519.0048143775516
DRL23,OUT027,2886.3628670592066
FDS28,OUT046,971.9134726646442
FDX24,OUT013,1470.7558244300371
FDZ02,OUT035,1534.8233335694042
FDL46,OUT045,1907.9122978364817
FDS60,OUT027,4768.62367750121
NCO06,OUT017,588.2261115239976
FDO16,OUT035,1357.697567067722
FDC60,OUT049,1365.458671419514
FDA48,OUT018,3455.1980053233856
FDZ36,OUT027,5154.799944351681
FDK27,OUT045,2030.1661671072661
FDW23,OUT018,605.6249175664394
FDM14,OUT018,1691.95631431184
FDM14,OUT013,1656.477129212766
FDW60,OUT018,2851.1881622754645
FDE21,OUT013,1947.6979478211774
NCM42,OUT035,1668.6141166609516
FDY59,OUT010,231.38511923347218
DRI49,OUT049,1305.153795197179
FDT28,OUT019,365.3240699570189
FDQ22,OUT018,606.9665096073791
FDR60,OUT049,1274.4231416719492
FDC50,OUT019,238.78574782917607
FDV24,OUT013,2408.1149694468427
DRF48,OUT010,494.40744304591084
FDQ47,OUT046,635.167398049693
DRN36,OUT049,1526.4085181375726
NCY06,OUT035,2020.7319104289816
FDE52,OUT035,1394.615907806589
NCB54,OUT045,2013.2556632653318
NCF31,OUT035,2476.8759495938734
FDJ08,OUT027,5172.760554416014
NCC07,OUT017,1657.3281635911337
NCD19,OUT027,1235.424406031884
FDL46,OUT049,1974.1183770099346
FDM20,OUT045,4012.3905506267956
NCI06,OUT010,448.0245172645049
DRM11,OUT035,4218.808145645799
NCH07,OUT018,2491.205401545882
FDS23,OUT013,2030.742787463761
FDO49,OUT018,766.0374840158071
FDS35,OUT049,1065.807799686309
DRK39,OUT045,1337.8920224769379
DRI39,OUT049,905.7498935669053
FDV04,OUT017,2527.6137461499006
NCN14,OUT035,3067.3426628907187
FDH08,OUT013,3735.6654673674175
FDS20,OUT046,3151.9520214153854
FDV40,OUT049,1154.7728101401703
FDZ48,OUT010,260.57070725391446
FDS24,OUT027,2522.0766365923896
FDK44,OUT049,2864.9241720814666
FDS48,OUT045,2514.1192691783053
FDK26,OUT010,496.20080854434275
FDD23,OUT045,3107.4034480341843
NCH54,OUT017,2589.331815893555
NCP14,OUT010,242.46210083714806
FDM60,OUT010,132.32886592479267
FDV24,OUT017,2452.762939137622
FDH08,OUT018,3512.95782926889
FDS12,OUT027,3002.2125514121753
FDR39,OUT027,4830.31603246665
FDP12,OUT027,963.4813417451484
DRF60,OUT027,5860.359604837988
FDC09,OUT035,1653.6868725026468
FDF50,OUT018,3016.688575967985
FDG28,OUT035,4012.335102425685
NCE19,OUT017,870.9110106841356
NCM53,OUT010,250.30497872203057
NCN18,OUT049,1721.1465076948696
FDF32,OUT035,3118.6636059771363
FDF11,OUT013,3935.276178977692
DRI59,OUT049,3796.479879388784
NCG54,OUT035,2784.264887444684
FDM44,OUT046,1645.0313721220166
FDT57,OUT018,3604.8119809007762
FDV24,OUT046,2452.690911371845
FDI50,OUT019,570.9982083603264
FDS09,OUT035,776.210169485738
NCC31,OUT027,4084.5446415529873
FDQ07,OUT019,573.7996921835124
FDC22,OUT017,3127.7072473654553
FDZ56,OUT046,2799.259372958381
FDZ40,OUT019,132.32886592479267
FDS46,OUT027,2939.0757506597793
DRD24,OUT045,2064.7839649483403
FDV45,OUT017,3067.897147513284
FDL26,OUT045,2520.007639325606
FDA56,OUT018,1994.507369072498
FDN27,OUT046,1958.8464838509465
FDM20,OUT049,3975.068741830619
FDO16,OUT017,1335.024069395198
FDL03,OUT035,3016.8550884690867
FDE58,OUT046,1944.2759932045406
FDI02,OUT027,2925.7391615592232
NCC55,OUT019,132.32886592479267
FDR03,OUT018,3238.8364608391985
FDB14,OUT017,1448.7326998980418
FDR45,OUT013,3945.0719394676357
NCN07,OUT017,2044.5164747941587
FDM51,OUT019,250.88209761121433
FDT52,OUT027,5860.359604837988
FDL26,OUT046,2499.7407452998623
NCZ42,OUT046,3921.706378793491
DRI47,OUT019,365.9992072105958
FDW40,OUT013,2074.2043855096376
FDN34,OUT046,2785.6652893047158
FDS01,OUT035,2953.4416188559176
NCG55,OUT045,1916.8369141337066
FDC11,OUT035,1363.9285502548767
FDX35,OUT018,3498.046900526983
NCB06,OUT046,2576.7313478855276
FDR09,OUT019,572.3430663114896
FDC53,OUT017,1535.9794510953611
FDY45,OUT013,4102.816752956937
FDA22,OUT010,389.0228031674132
FDE02,OUT035,1516.9698027992977
FDW21,OUT045,1634.8534080135757
FDV34,OUT046,1202.9957252273523
FDS59,OUT049,1661.9658656396123
NCW17,OUT017,2060.5154149291334
NCK54,OUT046,1949.0135147275112
FDG17,OUT019,570.9982083603264
FDG35,OUT017,2879.0895181318233
FDD08,OUT010,132.32886592479267
NCO07,OUT017,3642.2882201903917
FDJ10,OUT010,281.13555461482446
FDW36,OUT017,1651.0206804291
FDW21,OUT010,241.8116229529279
FDY19,OUT017,1918.091263014393
DRE03,OUT013,840.509689758825
NCC55,OUT049,642.2404359630534
FDH52,OUT010,135.32397629990766
FDO09,OUT017,4083.1105816447425
FDU43,OUT045,3960.856771871859
FDX09,OUT010,419.6224659375064
FDH40,OUT019,195.99018714981085
FDW58,OUT017,1652.3033275539974
FDC47,OUT017,3743.6328923192173
NCR41,OUT035,1499.5701075734116
DRG49,OUT035,3899.5398342047893
FDC52,OUT027,4053.8583678056684
FDY13,OUT046,1208.4005134117322
FDY35,OUT013,727.9775301429685
FDI35,OUT017,3113.3590149544007
NCU18,OUT049,2099.4531613052077
FDY33,OUT018,2496.402763457835
FDC15,OUT027,4179.702141028658
FDU01,OUT049,3062.993467698798
NCU42,OUT046,2799.589245740491
NCV29,OUT018,2847.6418071794055
NCY30,OUT017,3040.599729592795
FDQ46,OUT049,1738.0395688403746
FDG58,OUT027,4084.5446415529873
FDK33,OUT017,3627.9674747009562
NCD07,OUT045,1897.1806498732558
NCX29,OUT027,3993.1584884408257
NCT42,OUT013,2414.1615217025296
DRN59,OUT035,752.8799972582964
FDI44,OUT035,1279.727964820839
FDA45,OUT049,2854.3148821856153
FDP31,OUT045,1056.1186881135336
FDY01,OUT046,1929.0258448249836
FDT09,OUT018,2035.5005780016947
DRH03,OUT027,2831.0197293833016
FDA36,OUT018,2997.0312310949535
NCF31,OUT017,2459.362615970214
FDG14,OUT049,2455.9280444794945
FDG28,OUT027,5860.359604837988
FDU14,OUT049,4076.9196704633123
FDY47,OUT019,287.04756623707146
FDI56,OUT049,1387.0862553061975
DRD01,OUT013,1036.4021227703904
FDM22,OUT046,968.249833549987
FDH33,OUT013,721.0440834335466
DRZ24,OUT013,1928.8731656125226
NCQ38,OUT046,1655.2957684109779
FDO16,OUT027,2281.699210031572
FDU07,OUT027,4027.1423738580847
NCB07,OUT013,3011.276078156188
FDU48,OUT045,2030.0146313838857
NCM43,OUT045,2662.319054842444
FDR31,OUT010,364.4919227257796
DRK49,OUT018,613.4321349516983
NCI30,OUT010,573.1100747787654
DRD60,OUT017,3050.9877959590153
NCG19,OUT046,3808.238017169931
FDH12,OUT035,1652.8645310062504
FDM32,OUT035,1440.893506285987
FDM27,OUT035,2541.104268933889
NCU53,OUT027,4279.216107991293
NCQ18,OUT046,1560.354875865698
FDS10,OUT013,2925.308759201938
FDB33,OUT027,4179.702141028658
FDI12,OUT013,1441.3365134285675
NCW42,OUT013,3650.880476373684
NCC06,OUT018,2017.9807127031288
FDW02,OUT017,2016.8191874924285
NCD43,OUT017,1654.3747046831447
FDM57,OUT018,1333.763292924635
FDA58,OUT017,3879.4114592923397
FDK56,OUT046,3138.651678593844
FDP52,OUT045,3871.1823090999555
FDW20,OUT018,2008.8392521710018
FDS52,OUT049,1609.0821491383144
NCT29,OUT018,1943.503563857765
NCL54,OUT013,2878.109855903333
FDC05,OUT045,3066.9635603971096
FDF34,OUT035,3062.4816703756187
FDP03,OUT027,2999.9306957087615
FDD32,OUT010,189.38878489348772
FDZ10,OUT045,2025.2453350330031
FDZ40,OUT035,868.180510404354
FDD51,OUT018,624.1934813276009
NCY30,OUT019,426.7450182006079
FDP58,OUT017,3706.9765537679255
FDV49,OUT017,4206.561147716831
FDY24,OUT019,132.32886592479267
NCO55,OUT017,1658.7525452306459
FDR13,OUT017,1909.8970504960716
FDS51,OUT017,994.825032654158
FDP26,OUT045,1649.831340419198
NCB54,OUT027,3007.7982728543775
FDF32,OUT017,3051.3016429757654
FDN31,OUT018,3025.338239939245
DRM48,OUT017,588.2261115239976
FDN20,OUT049,2770.7967564644123
DRL01,OUT046,3786.353438009295
FDV56,OUT049,1652.3556381181643
DRH13,OUT027,2891.2037394555473
FDA03,OUT017,2499.693235666169
FDF47,OUT027,5855.70982098468
FDX32,OUT046,2507.501119659641
FDX57,OUT049,1522.1104081163462
NCA30,OUT045,3032.449200861284
FDO49,OUT013,843.2025638363727
FDL04,OUT019,251.21754408340553
DRM48,OUT035,595.968827572719
FDR16,OUT013,3568.339223008997
NCC19,OUT018,3037.2666096460384
NCE42,OUT045,3958.17560545413
FDY24,OUT017,870.4524869366907
FDH19,OUT049,2862.7473547780637
FDJ46,OUT013,2853.0309955812054
FDN45,OUT010,572.3430663114896
FDY08,OUT035,2030.0219522028553
FDZ37,OUT035,1371.6101835157453
NCT30,OUT045,764.2502978564345
DRY23,OUT018,618.5199402443355
NCZ30,OUT018,1994.9778012676936
FDC44,OUT018,1848.7211949040461
FDB45,OUT035,1652.3033275539974
FDY04,OUT013,2560.201473621928
FDM27,OUT046,2576.9310306659804
FDZ43,OUT017,3921.14673543197
FDT39,OUT019,367.7509413267018
NCC06,OUT019,283.1883826106862
FDL15,OUT027,4084.5446415529873
FDL57,OUT017,4112.345733236335
FDU08,OUT046,1550.5490795111225
FDK40,OUT017,4202.100144746824
FDQ12,OUT010,569.2422676925468
FDS48,OUT017,2504.040590095245
FDP09,OUT045,3631.67705452658
FDW21,OUT049,1549.8820370466744
FDY25,OUT035,3066.8169366197008
DRE13,OUT017,1361.9889222320687
FDV43,OUT019,132.32886592479267
FDD22,OUT045,1737.7330657126613
FDM46,OUT019,235.84154268977585
NCO30,OUT010,485.39059877320835
FDM25,OUT046,2884.557268028114
NCN41,OUT049,2033.862317438367
FDU24,OUT045,1455.0198898870935
FDZ50,OUT046,3143.448029247052
FDP45,OUT013,4012.4118850503605
NCM54,OUT045,2018.271889447183
FDW10,OUT019,417.85736923914135
FDP20,OUT017,2026.05259325756
FDK32,OUT046,2503.9916873390225
FDN52,OUT049,1371.1206258835143
FDM58,OUT045,1724.6932982732117
FDZ46,OUT027,2919.5155068326717
NCA18,OUT018,1854.934059473291
FDD35,OUT046,2075.946113944493
NCK31,OUT035,763.9834718732427
FDI40,OUT027,2863.8958228251954
FDT50,OUT019,240.89359568919974
NCT06,OUT046,2616.5555364342936
FDT31,OUT035,3015.878178672443
FDT45,OUT049,871.0296304765895
FDT13,OUT045,3088.35653024254
FDO50,OUT045,1396.3651652673811
NCU18,OUT010,280.2942910987278
NCR54,OUT049,3088.6498471167165
NCO18,OUT018,2843.121658272205
FDU09,OUT045,872.7635912944693
FDT13,OUT018,3007.112068414896
FDE09,OUT046,1758.6127506879786
NCK53,OUT019,250.71818995280154
FDG45,OUT049,3597.0396009812184
DRH15,OUT035,670.1951002839701
FDO21,OUT019,570.9982083603264
FDD14,OUT027,5153.472318605363
FDC09,OUT046,1654.2345042568727
FDH45,OUT027,978.6740788765221
FDV32,OUT046,1141.6884061818603
FDG12,OUT035,1983.6676028439429
FDS32,OUT013,2063.8242990290373
NCL55,OUT018,3779.304200315251
DRE01,OUT035,3877.7205747026187
DRE15,OUT049,1271.2327470223333
NCL42,OUT045,3943.3012293839715
FDP31,OUT013,1248.12703153082
FDN33,OUT018,1437.2558729208604
FDZ59,OUT046,2569.4892795473174
FDE45,OUT010,425.4228291091388
FDJ07,OUT013,1969.8049804123582
FDQ45,OUT018,3017.403890345211
FDM33,OUT027,5855.70982098468
FDO15,OUT010,149.80243953496623
FDM46,OUT013,1475.226056716325
FDR03,OUT045,3438.3074054727276
FDY49,OUT018,2643.4042029966217
FDQ60,OUT045,1933.5999217059025
FDW10,OUT049,2858.600081329898
FDO51,OUT049,687.3462783421254
FDJ40,OUT018,1643.072643185936
FDS20,OUT018,3043.456467410584
FDU45,OUT013,1806.19682648248
FDV02,OUT035,2771.107566433938
FDN09,OUT046,3985.2637645854325
NCM55,OUT027,5156.300334646648
FDN23,OUT018,2379.6498711910635
FDY31,OUT010,366.50372345745143
FDW03,OUT010,242.60961795292806
FDD14,OUT046,3069.0315342423196
FDV23,OUT017,2006.0075821206601
DRI03,OUT045,2883.507336541229
FDN13,OUT035,1560.8040738784666
FDF45,OUT027,1322.0789634484838
FDU46,OUT035,1370.1250096499891
FDB57,OUT049,3688.2062825162707
FDV12,OUT049,1553.542469477306
FDQ58,OUT013,2416.997308608612
NCA18,OUT017,1894.4528905025907
FDH52,OUT049,998.7890798773713
FDM24,OUT018,2380.716696195395
NCP43,OUT027,4850.203052008155
NCO18,OUT019,423.64648198246687
FDM32,OUT017,1402.4301128639654
NCL07,OUT017,596.9692268786516
FDK03,OUT013,4040.4896615622006
FDP59,OUT017,1651.3276714068552
FDQ24,OUT049,4025.0624799916386
FDQ16,OUT018,1642.4957114930603
FDU44,OUT013,2525.9595354403555
FDH28,OUT010,132.32886592479267
FDV28,OUT019,132.32886592479267
FDM22,OUT045,862.5831176092253
FDR56,OUT046,3096.5067788323336
FDV39,OUT049,3083.869772559303
FDU37,OUT019,166.40045660049316
FDQ11,OUT010,571.0777000740666
FDX02,OUT045,3792.615373428042
NCS42,OUT018,1434.849543677409
FDY57,OUT027,2831.0197293833016
FDB21,OUT049,3858.670779577172
FDE28,OUT017,3858.7643085648806
FDQ55,OUT017,1928.6254157416008
FDA48,OUT049,3676.8177044726417
FDZ19,OUT045,2874.270677663511
NCC43,OUT045,3969.1957519626817
NCV18,OUT046,1364.65860362519
NCA42,OUT018,2476.8392342272027
FDY45,OUT046,4149.33417826701
NCC30,OUT045,2958.811185922858
FDM57,OUT013,1436.79385821057
FDL09,OUT010,389.8457497095725
FDB09,OUT027,2999.9306957087615
FDT44,OUT035,1941.5221475795997
NCT06,OUT027,4279.216107991293
FDX26,OUT049,3125.8335747009814
FDK32,OUT013,2465.105284037359
DRA12,OUT046,2129.2944027401363
FDO46,OUT010,494.1627725396019
FDE52,OUT013,1438.4978130127624
NCH42,OUT045,3811.6206980892316
FDV08,OUT035,624.7972571327157
FDB47,OUT018,3378.877823034197
FDC28,OUT010,260.57070725391446
FDD22,OUT046,1917.7012968609768
FDS07,OUT027,2929.064822921503
DRI13,OUT045,3694.522547141214
FDG32,OUT018,3456.6420723543215
FDU14,OUT017,4095.7993771811684
FDD28,OUT019,132.67893992254102
NCP41,OUT017,1669.7053238687745
FDS08,OUT049,2890.080622463998
FDX47,OUT045,2537.253561046293
FDC53,OUT019,249.03348207959039
FDQ19,OUT035,4000.1453305349355
FDL14,OUT045,2481.735546608992
FDM33,OUT019,572.2635745977494
FDA51,OUT045,1885.4265490704777
FDZ27,OUT018,763.9509849596118
FDT04,OUT046,662.9871099632447
DRC13,OUT049,2050.231927273135
FDR16,OUT027,5857.0374467309975
FDQ03,OUT027,5855.70982098468
FDE38,OUT035,2713.7637755623514
DRH23,OUT027,1256.6058794283233
FDT11,OUT019,496.0523852234553
FDD09,OUT035,3018.526666014291
FDR40,OUT045,1336.1909041930749
FDX07,OUT017,3050.0611427409513
FDR07,OUT035,1535.9335333862714
FDA51,OUT017,1889.3661756697097
FDT59,OUT019,571.0754656945921
FDF20,OUT017,3060.68585479589
FDR13,OUT045,1902.6882779713821
FDY26,OUT049,3621.4253378083463
FDW04,OUT017,2023.7244713095079
FDK52,OUT017,3836.006531631067
FDN60,OUT049,2551.274034150538
FDM09,OUT019,409.8030901145219
FDP46,OUT049,1365.6243566694786
FDB50,OUT019,166.40045660049316
NCQ29,OUT049,4033.1059548235867
FDP16,OUT027,5859.03197909167
FDX33,OUT018,2480.96382691239
FDP07,OUT010,510.6043812262493
FDN22,OUT046,3988.1377386920967
FDF39,OUT049,4134.486977403145
FDS21,OUT017,967.5096921284199
NCM42,OUT013,1658.5121407910199
FDK50,OUT019,385.6119636001151
DRF13,OUT027,4021.4681184276837
FDH35,OUT018,2505.692467380242
FDP60,OUT018,1539.3103251412522
DRJ49,OUT027,3009.9204741408057
NCT42,OUT019,365.4366400295427
FDE38,OUT049,2689.6771022296666
FDI04,OUT049,3106.955520569625
NCH54,OUT045,2575.4561235747933
FDT56,OUT049,925.6073913468623
DRD15,OUT018,3516.651890362003
FDV58,OUT013,3038.0914221398243
FDP21,OUT049,3124.064104257318
FDH05,OUT013,3715.643697766862
FDR10,OUT027,4257.250175631581
NCP06,OUT045,2507.3300753753974
FDF33,OUT049,1648.093091136023
DRK37,OUT013,3108.7190715531096
DRH49,OUT045,1324.071241601908
FDT58,OUT013,2636.7364652506485
FDD41,OUT018,1634.7402052531036
FDP40,OUT018,1691.820820058817
FDM51,OUT027,2867.7375914027357
FDO45,OUT010,195.42311844707902
FDW33,OUT010,242.46210083714806
FDY24,OUT045,870.4524869366907
FDB10,OUT010,570.1264549612009
FDM40,OUT035,2066.7599994068023
NCI06,OUT017,3052.461203279199
FDW12,OUT019,336.9091419747697
FDX48,OUT027,4084.5446415529873
NCW05,OUT027,2886.3628670592066
FDX27,OUT017,1513.571150158063
DRM37,OUT045,3075.292749589383
FDA38,OUT045,3895.978766628913
FDR36,OUT046,658.1272573698858
FDZ45,OUT046,3135.8233199084816
FDG05,OUT017,2523.7343504206337
FDK28,OUT013,4199.494251485871
FDV47,OUT045,1355.439576991689
FDN21,OUT045,2583.75616060215
FDP20,OUT027,3002.2125514121753
FDI35,OUT045,3102.1932105953815
DRY23,OUT013,722.1158500908273
FDA56,OUT017,2033.2600088865731
FDB09,OUT013,2005.8429567568696
NCO26,OUT027,2935.3457403846596
FDQ49,OUT018,2459.439354348178
FDI52,OUT027,2997.32566624858
FDZ44,OUT027,2935.3457403846596
FDZ09,OUT018,2521.923721045347
FDY03,OUT049,1913.8728303733537
NCG42,OUT017,2045.0745422813532
DRI13,OUT027,5859.03197909167
FDQ32,OUT013,2025.7876601601572
FDW16,OUT035,1398.1985055533046
FDU27,OUT046,799.6128757830152
FDR28,OUT010,386.5704241772308
FDQ49,OUT010,381.53287671290786
FDS37,OUT046,1941.1190274822525
FDW26,OUT018,3417.9807926459143
FDX12,OUT018,3692.7519946205734
NCP06,OUT013,2454.7364757015957
FDW45,OUT010,365.75294840479125
NCN30,OUT049,1493.1981214190898
FDN24,OUT049,872.5534623616221
NCL41,OUT027,963.8185432232779
FDR02,OUT019,260.59404119649525
FDD09,OUT010,445.02129678816965
FDS33,OUT010,195.5909436992467
FDU22,OUT045,1977.1736059624536
FDI53,OUT013,2506.5852598471065
DRH01,OUT049,2869.1226315900767
FDX32,OUT013,2103.10290438076
NCP30,OUT018,608.2040726893797
FDB60,OUT045,3050.62776136017
FDB14,OUT049,1444.0437821345986
NCP02,OUT035,872.2370306272953
FDJ10,OUT017,2032.2738960973898
FDG34,OUT046,1729.9990109232788
NCB18,OUT017,1370.941407902739
FDM16,OUT049,1144.1165903854337
FDW25,OUT018,1336.9104336198952
FDB35,OUT010,223.8315588580829
DRN11,OUT013,2109.8686129332596
FDF41,OUT019,570.205946674941
FDH16,OUT045,1380.240215210885
NCQ50,OUT018,3419.2134182185064
DRH23,OUT018,900.3112223484969
DRJ37,OUT013,2406.7487713902565
DRJ24,OUT027,5154.799944351681
FDY16,OUT035,3073.472644372024
FDQ27,OUT045,1655.34080478658
FDZ33,OUT045,2468.3129200826697
FDF29,OUT045,2072.983835851298
FDA08,OUT049,2566.102482408278
FDG31,OUT046,1132.1002644162365
FDE34,OUT019,466.8657939717209
NCR30,OUT027,1453.470453409568
FDV33,OUT035,4152.700046399154
DRZ24,OUT018,1942.3596517919632
NCL54,OUT035,2878.905803068331
FDR12,OUT049,2909.674047004137
NCC54,OUT046,3798.903089780077
DRN59,OUT013,833.7364534856555
FDX50,OUT019,261.32060222115445
FDV31,OUT027,4768.5930374847385
NCA29,OUT027,4441.06014002313
FDW60,OUT049,2948.28561957706
FDX08,OUT017,3093.27737921518
DRD49,OUT013,3765.2630177631277
FDD33,OUT046,3828.3572729734583
FDW35,OUT013,720.6801190762125
FDJ36,OUT017,1652.463023877526
FDV51,OUT035,2690.5892298547196
FDW36,OUT046,1657.1845566139957
FDH35,OUT046,2585.735602398882
NCS30,OUT027,3009.9204741408057
FDN49,OUT017,602.7351134480258
FDL08,OUT018,3692.390670736306
FDI09,OUT013,3859.9676646501302
FDP19,OUT018,1984.8591390371084
FDU21,OUT010,132.32886592479267
NCP41,OUT045,1659.9763938557671
FDY10,OUT013,1818.0569017148853
FDP12,OUT018,587.2209712622952
NCN26,OUT049,1941.7771301660675
FDK44,OUT013,2849.74305357593
FDC28,OUT049,1656.8317326384176
FDJ41,OUT027,5860.359604837988
NCT29,OUT035,1998.4274337876586
NCH42,OUT019,570.9259154006911
FDU60,OUT018,2583.322513497928
FDS02,OUT045,3102.6014606391914
FDC51,OUT046,2074.232612980594
FDU03,OUT013,3063.5954517544346
FDX39,OUT045,3670.2678880435665
NCY05,OUT010,132.32886592479267
NCL06,OUT027,5855.70982098468
FDD32,OUT035,1279.0522818822822
NCN41,OUT045,1999.7944476089176
NCX53,OUT049,2146.4458924563132
FDU57,OUT019,367.53824539706926
FDQ23,OUT046,1653.3848289382743
FDQ52,OUT045,4031.2960691611624
FDC14,OUT045,628.8978758749397
FDY09,OUT035,2936.026719763343
FDQ28,OUT045,2536.730726853844
FDV25,OUT046,3779.165576377911
FDJ07,OUT035,1939.454186607618
DRB25,OUT049,1648.4528358837506
FDK52,OUT019,572.2635745977494
FDY52,OUT027,1403.0759479851286
FDB28,OUT046,3105.9178383394596
FDT36,OUT035,594.1609667246149
FDV25,OUT017,3834.5865566698303
NCN07,OUT027,3009.9204741408057
FDC57,OUT017,3025.5970031441684
FDQ03,OUT018,3609.6310135835897
FDU23,OUT017,2727.6673144508554
NCX41,OUT035,3666.0502911685494
NCD06,OUT035,760.1994612707553
FDW08,OUT045,1654.2770111951675
NCU29,OUT017,2454.8391924664043
NCE06,OUT013,2495.1346755636155
FDV52,OUT010,268.80813445777335
FDB02,OUT017,2937.375209728033
NCR18,OUT045,641.5967700473312
FDK16,OUT049,1491.3092118526035
NCQ29,OUT010,571.5107878735885
FDZ01,OUT019,249.68035332597438
FDW27,OUT035,2539.1024775388755
FDD17,OUT018,3609.5072521504185
FDW39,OUT013,2886.122274596308
DRH59,OUT045,1104.0747011752053
FDS52,OUT013,1644.705949953175
FDU40,OUT027,5751.824816097503
NCF54,OUT013,2834.7648285980204
FDH46,OUT045,1654.279540632475
NCP14,OUT049,1644.9459456926643
FDH50,OUT049,3157.9171625504546
DRF15,OUT010,370.7791301366782
FDV27,OUT027,2525.8638229711432
NCJ06,OUT049,2035.4598337653356
FDN02,OUT018,3212.4863830340596
FDQ51,OUT049,779.1510036374676
FDQ07,OUT017,3727.697103447745
FDS45,OUT049,1648.606313024764
NCJ06,OUT045,2010.5892419346146
FDD36,OUT035,1942.8546853178486
FDY25,OUT045,3108.495930674313
FDU52,OUT046,2457.163607127573
DRK47,OUT017,3823.2957507170563
NCL30,OUT017,2025.360301670539
FDN22,OUT035,4009.896562205109
NCF30,OUT027,3002.2125514121753
FDK03,OUT035,4107.823822855049
FDT45,OUT017,869.4111627465205
NCC54,OUT027,5855.70982098468
