Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY45,OUT013,4072.9818133059252
FDA22,OUT010,767.4054960112653
FDE02,OUT035,1671.8870784737114
FDW21,OUT045,1625.658800786172
FDV34,OUT046,1254.3316160349666
FDS59,OUT049,1894.0940441326875
NCW17,OUT017,2129.986707530013
NCK54,OUT046,1925.7426090531399
FDG17,OUT019,2008.8532616356488
FDG35,OUT017,2912.0364129691206
FDD08,OUT010,-1267.5214048575601
NCO07,OUT017,3427.572973693131
FDJ10,OUT010,362.6980371782861
FDW36,OUT017,1779.2240005807512
FDW21,OUT010,-266.6893036460194
FDY19,OUT017,2001.4903138400127
DRE03,OUT013,811.7170774169805
NCC55,OUT049,737.2149118856789
FDH52,OUT010,-817.7089413151472
FDO09,OUT017,4312.740125607693
FDU43,OUT045,3764.098658778335
FDX09,OUT010,855.5753466153456
FDH40,OUT019,-521.0125802580808
FDW58,OUT017,1805.4398573935443
FDC47,OUT017,3678.609804928783
NCR41,OUT035,1667.8918882904813
DRG49,OUT035,3986.157991573127
FDC52,OUT027,3936.91000414633
FDY13,OUT046,1223.3167600666534
FDY35,OUT013,820.2630670884894
FDI35,OUT017,2997.7735330691844
NCU18,OUT049,2324.095506993589
FDY33,OUT018,2287.3952569713647
FDC15,OUT027,3932.2227831122937
FDU01,OUT049,3115.05349719414
NCU42,OUT046,2680.681002105852
NCV29,OUT018,2526.8976966282107
NCY30,OUT017,2985.007190843934
FDQ46,OUT049,1894.875183740569
FDG58,OUT027,3943.647622559186
FDK33,OUT017,3485.2771766393457
NCD07,OUT045,1791.504366652249
NCX29,OUT027,3714.9639195159016
NCT42,OUT013,2374.0715503277875
DRN59,OUT035,914.1742929761981
FDI44,OUT035,1427.4720052622079
FDA45,OUT049,2923.247165601075
FDP31,OUT045,1035.5110497306832
FDY01,OUT046,1870.6788073911102
FDT09,OUT018,1901.6195955708695
DRH03,OUT027,2977.0362102390827
FDA36,OUT018,2696.433250829901
NCF31,OUT017,2519.464184327013
FDG14,OUT049,2557.4328944082854
FDG28,OUT027,5385.588689713798
FDU14,OUT049,4061.4952076606605
FDY47,OUT019,246.5616744592462
FDI56,OUT049,1549.4672332942425
DRD01,OUT013,989.6789580680613
FDM22,OUT046,961.064790188215
FDH33,OUT013,738.4168045052818
DRZ24,OUT013,1927.9061053429873
NCQ38,OUT046,1676.0061134648563
FDO16,OUT027,2824.445741344582
FDU07,OUT027,3828.7708117537977
NCB07,OUT013,3081.995819276613
FDU48,OUT045,2041.8316391533403
NCM43,OUT045,2534.552028540588
FDR31,OUT010,426.30001117304073
DRK49,OUT018,416.784217364901
NCI30,OUT010,1914.857324867612
DRD60,OUT017,2966.6831620372654
NCG19,OUT046,3676.340818980148
FDH12,OUT035,1825.4123181535347
FDM32,OUT035,1652.151206640512
FDM27,OUT035,2656.468043828716
NCU53,OUT027,4067.8413284083917
NCQ18,OUT046,1554.7383375692093
FDS10,OUT013,2888.93594799271
FDB33,OUT027,3962.333416206664
FDI12,OUT013,1461.170969905024
NCW42,OUT013,3507.497321761917
NCC06,OUT018,1757.113906422136
FDW02,OUT017,2171.8855245021546
NCD43,OUT017,1766.3876433464104
FDM57,OUT018,1108.7714204639979
FDA58,OUT017,3851.985522104246
FDK56,OUT046,2938.4332260014426
FDP52,OUT045,3632.7272171956815
FDW20,OUT018,1726.2323659495783
FDS52,OUT049,1724.8751261212838
NCT29,OUT018,1614.4692403095667
NCL54,OUT013,2832.5798535884574
FDC05,OUT045,3105.6910455544726
FDF34,OUT035,3314.876585501614
FDP03,OUT027,3486.3617717229963
FDD32,OUT010,-511.51324548302114
FDZ10,OUT045,1981.2900916824037
FDZ40,OUT035,1043.6115069571251
FDD51,OUT018,464.1574607436937
NCY30,OUT019,938.1066041829665
FDP58,OUT017,3541.3987776838317
FDV49,OUT017,4279.58295034074
FDY24,OUT019,-995.8182946005143
NCO55,OUT017,1788.2171468345946
FDR13,OUT017,2019.0326937411096
FDS51,OUT017,1136.8036924161277
FDP26,OUT045,1617.560488519265
NCB54,OUT027,3491.1835100517083
FDF32,OUT017,3244.4379722766303
FDN31,OUT018,2720.3864666048576
DRM48,OUT017,692.8386511357271
FDN20,OUT049,2801.3100474910684
DRL01,OUT046,3710.758047655641
FDV56,OUT049,1875.7350877694548
DRH13,OUT027,3174.0088014674534
FDA03,OUT017,2478.8513995200046
FDF47,OUT027,4988.008461260604
FDX32,OUT046,2375.700541892618
FDX57,OUT049,1709.08653667955
NCA30,OUT045,2918.5773051364436
FDO49,OUT013,909.4839711372836
FDL04,OUT019,-225.6924093888208
DRM48,OUT035,752.8237332079829
FDR16,OUT013,3429.588888351567
NCC19,OUT018,2746.4133610602644
NCE42,OUT045,3644.372473647273
FDY24,OUT017,1048.8940100823268
FDH19,OUT049,2890.9626220584564
FDJ46,OUT013,2805.1194302463523
FDN45,OUT010,1614.5430476611732
FDY08,OUT035,2391.068149379159
FDZ37,OUT035,1615.3651470194968
NCT30,OUT045,688.4318167955203
DRY23,OUT018,445.05214707971516
NCZ30,OUT018,1655.2070257863077
FDC44,OUT018,1526.9240893018762
FDB45,OUT035,1838.0282502758937
FDY04,OUT013,2672.1620439957605
FDM27,OUT046,2554.490037895788
FDZ43,OUT017,3960.806020108448
FDT39,OUT019,557.8542238994378
NCC06,OUT019,108.77417802132027
FDL15,OUT027,3895.9778349087355
FDL57,OUT017,4206.1744779303435
FDU08,OUT046,1605.2344205767538
FDK40,OUT017,4304.523939782481
FDQ12,OUT010,1708.262125144885
FDS48,OUT017,2529.6958202558026
FDP09,OUT045,3290.8203250562874
FDW21,OUT049,1763.67055182838
FDY25,OUT035,3041.046816355269
DRE13,OUT017,1476.508431808395
FDV43,OUT019,-1183.669481779856
FDD22,OUT045,1718.4118222157088
FDM46,OUT019,-445.59254112170447
NCO30,OUT010,1011.757888631287
FDM25,OUT046,2803.83807507707
NCN41,OUT049,2036.0299967645915
FDU24,OUT045,1481.050126838582
FDZ50,OUT046,2955.1913286044164
FDP45,OUT013,4047.7357171213253
NCM54,OUT045,1928.0237773745935
FDW10,OUT019,901.0128880024827
FDP20,OUT017,2159.1916799610613
FDK32,OUT046,2459.241552232141
FDN52,OUT049,1544.5393185280216
FDM58,OUT045,1763.7355648835685
FDZ46,OUT027,3234.6314573745835
NCA18,OUT018,1575.4378865383721
FDD35,OUT046,1976.6063879423814
NCK31,OUT035,945.7432804309833
FDI40,OUT027,3097.599931875033
FDT50,OUT019,-293.81494674893224
NCT06,OUT046,2604.9950538019343
FDT31,OUT035,3131.645603257784
FDT45,OUT049,990.0116427439591
FDT13,OUT045,2916.990397822324
FDO50,OUT045,1418.276754360362
NCU18,OUT010,299.23916238199376
NCR54,OUT049,3162.8965362457043
NCO18,OUT018,2529.4749865636522
FDU09,OUT045,903.5930632072036
FDT13,OUT018,2714.8758885692378
FDE09,OUT046,1813.6608540879135
NCK53,OUT019,-283.5040640362472
FDG45,OUT049,3470.394187759956
DRH15,OUT035,881.2455845597387
FDO21,OUT019,1705.1043481275528
FDD14,OUT027,4345.427253823716
FDC09,OUT046,1703.9201559201902
FDH45,OUT027,2211.5325358469995
FDV32,OUT046,1061.715989183795
FDG12,OUT035,2134.7445955704834
FDS32,OUT013,2319.435326518901
NCL55,OUT018,3676.9922252598108
DRE01,OUT035,3949.3306456874943
DRE15,OUT049,1355.693561520915
NCL42,OUT045,3813.7892207913164
FDP31,OUT013,1107.9175469461209
FDN33,OUT018,1267.74811014963
FDZ59,OUT046,2648.527922648227
FDE45,OUT010,926.7174256361345
FDJ07,OUT013,1948.148299560386
FDQ45,OUT018,2718.9428046098537
FDM33,OUT027,4919.044031041487
FDO15,OUT010,-626.5693297536591
FDM46,OUT013,1499.85306386948
FDR03,OUT045,3258.548237414603
FDY49,OUT018,2421.6344497854784
FDQ60,OUT045,1866.456782275774
FDW10,OUT049,2899.652098685746
FDO51,OUT049,902.1757214657946
FDJ40,OUT018,1522.1749899851122
FDS20,OUT018,2622.1369407270467
FDU45,OUT013,1880.082820332112
FDV02,OUT035,2842.6081642605022
FDN09,OUT046,3840.506994265855
NCM55,OUT027,4382.409694263896
FDN23,OUT018,2073.6174711806607
FDY31,OUT010,398.46708516195986
FDW03,OUT010,-153.76979833389873
FDD14,OUT046,2882.3188922488966
FDV23,OUT017,2112.686143779649
DRI03,OUT045,2723.598473830554
FDN13,OUT035,1725.9243428526693
FDF45,OUT027,2495.511471056243
FDU46,OUT035,1614.2441303694172
FDB57,OUT049,3665.2955837221634
FDV12,OUT049,1751.191002002605
FDQ58,OUT013,2475.9121393724054
NCA18,OUT017,1936.4292452533614
FDH52,OUT049,1158.5252232013047
FDM24,OUT018,2161.078649560424
NCP43,OUT027,4304.172025745701
NCO18,OUT019,883.0856346900748
FDM32,OUT017,1603.2658091080898
NCL07,OUT017,736.3082106275683
FDK03,OUT013,4065.7295655005983
FDP59,OUT017,1789.6728850420918
FDQ24,OUT049,4057.782457359418
FDQ16,OUT018,1489.6210047305508
FDU44,OUT013,2628.2581381531013
FDH28,OUT010,-1230.8573045127978
FDV28,OUT019,-1266.3368928058835
FDM22,OUT045,874.6177056551023
FDR56,OUT046,3139.902562770052
FDV39,OUT049,3244.1717344215785
FDU37,OUT019,-551.7572891286377
FDQ11,OUT010,2138.3088538250868
FDX02,OUT045,3472.986498954969
NCS42,OUT018,1190.0274410488682
FDY57,OUT027,3013.838151149554
FDB21,OUT049,3905.261571505503
FDE28,OUT017,3771.116198723496
FDQ55,OUT017,1980.0575358146184
FDA48,OUT049,3611.191823522023
FDZ19,OUT045,2693.7754249416125
NCC43,OUT045,3887.167189224374
NCV18,OUT046,1292.0114221230276
NCA42,OUT018,2252.1457226496136
FDY45,OUT046,4071.641905579858
NCC30,OUT045,2750.422267545624
FDM57,OUT013,1453.3081400424787
FDL09,OUT010,745.3856973380903
FDB09,OUT027,3445.0577647097443
FDT44,OUT035,2046.3134216684703
NCT06,OUT027,4047.6773674283195
FDX26,OUT049,3003.439990514224
FDK32,OUT013,2521.011010269926
DRA12,OUT046,2286.422730577659
FDO46,OUT010,1137.0014208803527
FDE52,OUT013,1500.0426103964228
NCH42,OUT045,3542.6881863777244
FDV08,OUT035,889.4425053694999
FDB47,OUT018,3055.1603508794747
FDC28,OUT010,-108.70905000081962
FDD22,OUT046,1817.6895899700612
FDS07,OUT027,3307.824648234506
DRI13,OUT045,3361.8595290704734
FDG32,OUT018,3223.2103167557675
FDU14,OUT017,4068.3668381484513
FDD28,OUT019,-892.5414409325338
NCP41,OUT017,1842.3101057048157
FDS08,OUT049,2874.1830684035517
FDX47,OUT045,2482.1840559531847
FDC53,OUT019,-265.42320999190247
FDQ19,OUT035,4012.458553661715
FDL14,OUT045,2441.9024800379016
FDM33,OUT019,1602.8544648457864
FDA51,OUT045,1773.4579427936524
FDZ27,OUT018,561.5243088610747
FDT04,OUT046,705.245769397455
DRC13,OUT049,2142.7859916350026
FDR16,OUT027,4886.797155877836
FDQ03,OUT027,5230.140461235933
FDE38,OUT035,2814.3387231003517
DRH23,OUT027,2355.946145149608
FDT11,OUT019,1126.0538963046329
FDD09,OUT035,3014.138552419494
FDR40,OUT045,1322.1974744646889
FDX07,OUT017,3092.557091861347
FDR07,OUT035,1703.0910290644815
FDA51,OUT017,1960.2373849742094
FDT59,OUT019,1763.2563936712536
FDF20,OUT017,3197.0980307482882
FDR13,OUT045,1819.7296065460375
FDY26,OUT049,3474.154073479253
FDW04,OUT017,2237.9057865528134
FDK52,OUT017,3696.4702958427392
FDN60,OUT049,2591.6836107688164
FDM09,OUT019,841.434762229389
FDP46,OUT049,1536.7650350270965
FDB50,OUT019,-646.5660155263777
NCQ29,OUT049,4145.573185053755
FDP16,OUT027,5330.288875485658
FDX33,OUT018,2321.178498421947
FDP07,OUT010,1144.2947775642274
FDN22,OUT046,4004.9829486053122
FDF39,OUT049,4282.416783384574
FDS21,OUT017,1151.3318272324716
NCM42,OUT013,1733.6855912317565
FDK50,OUT019,728.314015935186
DRF13,OUT027,3791.06703176457
FDH35,OUT018,2339.8889395152405
FDP60,OUT018,1360.6941959602618
DRJ49,OUT027,3541.8898963744823
NCT42,OUT019,451.22361125097245
FDE38,OUT049,2766.2840619763765
FDI04,OUT049,3279.6724011413194
NCH54,OUT045,2409.0279869474143
FDT56,OUT049,1096.4036944010275
DRD15,OUT018,3375.16128182652
FDV58,OUT013,3096.671916553393
FDP21,OUT049,3110.15545046428
FDH05,OUT013,3744.041849795122
FDR10,OUT027,4032.6434164610037
NCP06,OUT045,2290.6810873788063
FDF33,OUT049,1827.7909963228717
DRK37,OUT013,3011.99372758229
DRH49,OUT045,1296.9784441431132
FDT58,OUT013,2687.28380126752
FDD41,OUT018,1443.7512764936025
FDP40,OUT018,1543.4407143328701
FDM51,OUT027,3145.4708271540167
FDO45,OUT010,-464.72471383398306
FDW33,OUT010,-216.07027823016983
FDY24,OUT045,862.1795170307219
FDB10,OUT010,1849.1172662618724
FDM40,OUT035,2391.7209072846526
NCI06,OUT017,2944.1767308710214
FDW12,OUT019,447.19518631202254
FDX48,OUT027,3959.4289409496496
NCW05,OUT027,3126.0019466489957
FDX27,OUT017,1678.2120871604573
DRM37,OUT045,3050.9867157827684
FDA38,OUT045,3750.1495169287487
FDR36,OUT046,707.0274102021822
FDZ45,OUT046,3150.8504996501147
FDG05,OUT017,2676.754615212636
FDK28,OUT013,4108.747456299874
FDV47,OUT045,1332.2439551878554
FDN21,OUT045,2490.2192577622095
FDP20,OUT027,3495.587602049655
FDI35,OUT045,2826.4509731670273
DRY23,OUT013,774.0675920911536
FDA56,OUT017,2081.2307041607005
FDB09,OUT013,2000.2871774121795
NCO26,OUT027,3300.703709283416
FDQ49,OUT018,2265.121527869085
FDI52,OUT027,3407.624113607725
FDZ44,OUT027,3335.64356070174
FDZ09,OUT018,2328.2169970059617
FDY03,OUT049,1948.6421938030908
NCG42,OUT017,2166.21780864558
DRI13,OUT027,4897.539741558596
FDQ32,OUT013,2086.5276002199453
FDW16,OUT035,1658.5256085833757
FDU27,OUT046,813.5660052131102
FDR28,OUT010,729.0844915689509
FDQ49,OUT010,655.7221257981878
FDS37,OUT046,1870.1069093231513
FDW26,OUT018,3237.0765596312713
FDX12,OUT018,3599.889364193586
NCP06,OUT013,2409.698192152832
FDW45,OUT010,409.59774645326297
NCN30,OUT049,1607.37818689727
FDN24,OUT049,968.4528679357063
NCL41,OUT027,1993.3059035524325
FDR02,OUT019,-129.31183414716406
FDD09,OUT010,984.361314409352
FDS33,OUT010,-515.1965093781328
FDU22,OUT045,1849.7704708404697
FDI53,OUT013,2647.6519832463873
DRH01,OUT049,2863.9274408527376
FDX32,OUT013,2351.9100540954637
NCP30,OUT018,383.0874398760668
FDB60,OUT045,3039.6451003533966
FDB14,OUT049,1648.2917617201817
NCP02,OUT035,1075.1051293047108
FDJ10,OUT017,2365.0400567774673
FDG34,OUT046,1828.5879604587624
NCB18,OUT017,1499.0682194947522
FDM16,OUT049,1362.1930507852298
FDW25,OUT018,1093.930604172787
FDB35,OUT010,-405.75735711900916
DRN11,OUT013,2281.158657417326
FDF41,OUT019,1985.964289226094
FDH16,OUT045,1362.39502436931
NCQ50,OUT018,3081.0804042903987
DRH23,OUT018,630.2630283528978
DRJ37,OUT013,2439.060334319238
DRJ24,OUT027,4349.45074734072
FDY16,OUT035,3107.311932741397
FDQ27,OUT045,1677.4215150029866
FDZ33,OUT045,2297.32966412003
FDF29,OUT045,2082.712541684234
FDA08,OUT049,2744.273022089642
FDG31,OUT046,1081.1323822187362
FDE34,OUT019,963.9793273464434
NCR30,OUT027,2627.121032060241
FDV33,OUT035,4271.252334244856
DRZ24,OUT018,1637.1778501008278
NCL54,OUT035,2898.0943453931714
FDR12,OUT049,2888.1021479170035
NCC54,OUT046,3780.05201653247
DRN59,OUT013,791.4707749772132
FDX50,OUT019,-136.92315402218105
FDV31,OUT027,4281.158868012269
NCA29,OUT027,4177.186197441955
FDW60,OUT049,2962.039141271313
FDX08,OUT017,3002.7804390205415
DRD49,OUT013,3730.376343806482
FDD33,OUT046,3662.7158089378177
FDW35,OUT013,755.3095857414244
FDJ36,OUT017,1787.526107987695
FDV51,OUT035,2796.5203155325676
FDW36,OUT046,1713.418169938607
FDH35,OUT046,2636.5964133031916
NCS30,OUT027,3517.018351990257
FDN49,OUT017,782.0208003141297
FDL08,OUT018,3626.5643705102216
FDI09,OUT013,3865.4355056305094
FDP19,OUT018,1787.4913975952409
FDU21,OUT010,-1316.2431465822606
NCP41,OUT045,1641.4409326621872
FDY10,OUT013,1842.065094725672
FDP12,OUT018,394.87038631310895
NCN26,OUT049,1957.9533444395247
FDK44,OUT013,2795.876277046838
FDC28,OUT049,1870.6085371951385
FDJ41,OUT027,5607.169658285233
NCT29,OUT035,2092.9486340372023
NCH42,OUT019,1685.920888131784
FDU60,OUT018,2430.597213883349
FDS02,OUT045,3033.727809031462
FDC51,OUT046,2032.5515796659151
FDU03,OUT013,2971.8509697103846
FDX39,OUT045,3327.221808341887
NCY05,OUT010,-1315.0747189689157
NCL06,OUT027,5521.043354416625
FDD32,OUT035,1497.4172346059104
NCN41,OUT045,1868.4437267207281
NCX53,OUT049,2347.1389935517936
FDU57,OUT019,512.9536296416081
FDQ23,OUT046,1682.6454654778252
FDQ52,OUT045,3850.3823188268884
FDC14,OUT045,661.4048125485697
FDY09,OUT035,2962.492245941175
FDQ28,OUT045,2466.753062887757
FDV25,OUT046,3506.3949389050877
FDJ07,OUT035,2027.6605447399893
DRB25,OUT049,1782.280187337105
FDK52,OUT019,1676.450700682275
FDY52,OUT027,2511.51966561968
FDB28,OUT046,3127.134919667994
FDT36,OUT035,768.2437113610657
FDV25,OUT017,3626.7144987160564
NCN07,OUT027,3510.4438910474046
FDC57,OUT017,3206.109221589558
FDQ03,OUT018,3510.93616449252
FDU23,OUT017,2777.1463384533577
NCX41,OUT035,3498.320665654784
NCD06,OUT035,890.2245238377704
FDW08,OUT045,1645.6272298762458
NCU29,OUT017,2392.1631223935356
NCE06,OUT013,2552.190768780977
FDV52,OUT010,-1.1212975578837359
FDB02,OUT017,2961.7846626461583
NCR18,OUT045,642.5840652741756
FDK16,OUT049,1616.9898506939069
NCQ29,OUT010,2125.4745305406236
FDZ01,OUT019,-178.1619476234937
FDW27,OUT035,2672.373316183148
FDD17,OUT018,3489.7485240791
FDW39,OUT013,2909.519170882509
DRH59,OUT045,1110.5652117644352
FDS52,OUT013,1677.8569318550342
FDU40,OUT027,4546.719806127524
NCF54,OUT013,2759.8483998741594
FDH46,OUT045,1633.941027511683
NCP14,OUT049,1727.1023356140117
FDH50,OUT049,3065.0505260714904
DRF15,OUT010,527.6366229401349
FDV27,OUT027,2907.461886746489
NCJ06,OUT049,1998.2940760960519
FDN02,OUT018,2974.2793506769435
FDQ51,OUT049,939.9406546791804
FDQ07,OUT017,3660.360510546206
FDS45,OUT049,1834.54743356859
NCJ06,OUT045,1847.823682523482
FDD36,OUT035,2033.8367650874152
FDY25,OUT045,2851.899903669985
FDU52,OUT046,2474.0491164970526
DRK47,OUT017,3674.823981029685
NCL30,OUT017,2138.1760185191547
FDN22,OUT035,4160.263985481264
